recipeName,ingredients,numberOfIngredients,prepTime,cookTime,totalTime,servings,cuisine,course,diet
Healthy Veg Lollipop Recipe With Palak & Rajma,"Rajma, Spinach Leaves, Rolled Oats, Red Chilli Powder, Garam Masala Powder, Cumin Powder, Amchur, Salt, Sunflower Oil, Gram Flour, Water, Turmeric Powder, Salt, Rolled Oats",14,30,35,65,15,North Indian Recipes,Appetizer,High Protein Vegetarian
Coorg Style Mushroom Curry Recipe,"Button Mushrooms, Green Chilli, Dry Red Chilli, Whole Black Peppercorns, Onion, Tomato, Curry Leaves, Coriander, Turmeric Powder, Salt, Sunflower Oil, Fresh Coconut, Cumin Seeds, Garlic",14,10,25,35,2,Coorg,Lunch,Vegetarian
Tambdi Bhaji Recipe - Goan Style Red Amaranth Stir Fry,"Red Amaranth Leaves, Onion, Garlic, Green Chilli, Fresh Coconut, Cumin Seeds, Curry Leaves, Sunflower Oil, Salt",9,10,10,20,3,Goan Recipes,Lunch,Vegetarian
Chemmeen Muringakka Curry Recipe -Prawn Drumstick Curry,"Onion, Garlic, Coriander, Cumin Seeds, Fresh Coconut, Dry Red Chilli, Turmeric Powder, Prawns, Drumstick, Green Chilli, Onion, Red Chilli Powder, Mustard Seeds, Curry Leaves, Coconut Oil, Salt",16,5,35,40,4,Kerala Recipes,Lunch,Non Vegeterian
Honey and Sesame Tossed Flat Noodles with Toasted Tofu Recipe,"Rice Noodles, Tofu, Salt, Black Pepper Powder, Sesame Seeds, Egg Noodles, Spring Onion Greens, Garlic, Ginger, Soy Sauce, Honey, Chinese  Spice Powder",12,5,25,30,4,Indo Chinese,Lunch,Vegetarian
Quick Beetroot Pulao Recipe,"Beetroot, Rice  Cooked, Green Chilli, Extra Virgin Olive Oil, Cumin Seeds, Black Pepper Powder, Coriander Powder, Lemon Juice, Coriander, Salt",10,10,10,20,3,Indian,Lunch,Vegetarian
Spicy Vegetarian Thai Noodle Bowl Recipe,"Rice Vermicelli Noodles, Vegetable Stock, Thai Red Curry Paste, Dark Soy Sauce, Rice Vinegar, Ginger, Garlic, Tofu, Carrots, Red Bell Pepper, Yellow Bell Pepper, Baby Corn, English Cucumber, Basil Leaves, Mint Leaves, Coriander, Alfalfa Sprouts, Roasted Peanuts, Chilli Oil, Sesame Seeds, Salt And Pepper, Thai Red Chilli, Lemon Wedges",23,30,20,50,4,Thai,Dinner,Vegetarian
Fresh Basil Pesto Recipe,"Basil Leaves, Walnuts, Garlic, Salt, Grind   Whole Black Pepper, Olive Oil, Parmesan Cheese",7,10,20,30,10,Thai,Dinner,Vegetarian
Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe),"Whole Wheat Flour   Cups Whole Wheat Flour, Salt, Cumin Seeds, Ghee",4,20,15,35,4,Rajasthani,Lunch,Diabetic Friendly
Apple Cucumber Salad Recipe,"Apple, Cucumber, S Mint, Salt, Crush   Whole Pepper, Lemon Juice",6,15,0,15,4,Continental,Appetizer,Vegetarian
Vegetable Uttapam ,"Idli Dosa Mixture, Onion, Capsicum, Carrots, Tomato, Green Chilies, Coriander, Oil",8,10,10,20,2,South Indian Recipes,South Indian Breakfast,Vegetarian
Herbed Tofu & Spinach In Tomato Basil Sauce Recipe,"Tofu, Spinach, Red Bell Pepper, Onion, Garlic, Homemade Tomato Puree, Mixed Herbs, Extra Virgin Olive Oil, Cayenne Pepper, Black Pepper Powder, Water, Corn Flour, Salt",13,15,30,45,4,Continental,Dinner,Vegetarian
Matki Khichdi Recipe - Palak Pudina Moth Bean Khichdi Recipe,"Rice, Moth Dal, Onion, Spinach, Mint Leaves, Garam Masala Powder, Cumin Seeds, Black Pepper Powder, Asafoetida, Ghee, Salt, Ghee, Garlic",13,10,20,30,4,North Indian Recipes,Dinner,Vegetarian
Pistachio Lemon Cookie Recipe,"Maida, Baking Powder, Salt, Butter, Sugar, Honey, Hung Curd, Lemon Juice, Lemon Juice, Pistachios, Grind, Icing Sugar",12,20,40,60,5,Continental,Snack,Vegetarian
Mango & Lemon Bar Recipe,"All Purpose Flour, Salt, Icing Sugar, Butter, Sugar, All Purpose Flour, Whole Eggs, Mango Pulp, Lemon Juice, Lemon Zest, Vanilla Extract",11,60,30,90,6,Continental,Snack,Eggetarian
Chunni Ki Puri Recipe - Moong Dal And Besan Fried Puri Recipe,"Yellow Moong Dal, Gram Flour, Whole Wheat Flour, Salt, Asafoetida, Sunflower Oil, Sunflower Oil",7,15,15,30,3,North Indian Recipes,Lunch,Vegetarian
Kathirikai Paruppu Kootu Recipe,"Small Brinjal, Arhar Dal, Boiled Peanuts, Mustard Seeds, Ginger, Curry Leaves, Tamarind Water, Jaggery, Turmeric Powder, Salt, Coriander, White Urad Dal, Black Pepper Powder, Chana Dal, Dry Red Chilli, Fresh Coconut, Sunflower Oil",17,10,30,40,4,Tamil Nadu,Side Dish,Vegetarian
Tamil Nadu Style Arachuvitta Rasam Recipe,"Tamarind, Tomato, Turmeric Powder, Cumin Seeds, Whole Black Peppercorns, Green Chilli, Curry Leaves, Coriander, Mustard Seeds, Asafoetida, Ghee, Salt, Arhar Dal, Cumin Seeds, Dry Red Chilli",15,10,20,30,2,South Indian Recipes,Lunch,Vegetarian
Goan Style Sangacho Ross Recipe-Drumstick Curry,"Arhar Dal, Drumstick, Onion, Fresh Coconut, Coriander, Dry Red Chilli, Tamarind, Whole Black Peppercorns, Turmeric Powder",9,10,30,40,2,Goan Recipes,Lunch,Vegetarian
Muesli Chia Seed and Dry Fruit Jar Recipe,"Muesli, Chia Seeds, Curd, Cinnamon Powder, Ripe Bananas, Honey, Salt, Prunes, Cranberries, Anardana Powder",10,30,0,30,1,Continental,Snack,Sugar Free Diet
Chow Chow Pasi Paruppu Poriyal Recipe - Chayote Squash And Moong Stir Fry,"Chow Chow, Yellow Moong Dal, Green Chilli, Fresh Coconut, Dry Red Chilli, Mustard Seeds, Curry Leaves, Asafoetida, Lemon Juice, Sunflower Oil, Salt",11,10,20,30,4,South Karnataka,Side Dish,Vegetarian
Aloo Matar Korma Recipe In White Gravy,"Baby Potato, Green Peas, Bay Leaf, Cardamom, Cloves, Garam Masala Powder, Curd, Fresh Cream, Ghee, Salt, Onion, Cashew Nuts, Green Chilli, Ginger",14,15,15,30,4,North Indian Recipes,Lunch,Vegetarian
Roasted Vegetable Au Gratin Recipe,"Sunflower Oil, Green Zucchini, Carrot, Green Beans, Butter, All Purpose Flour, Milk, Britannia Cheese Spread, Britannia Cheese Block",9,20,40,60,4,French,Dinner,Vegetarian
Thengai Poli Recipe - Coconut Poli Recipe,"Whole Wheat Flour, Salt, Ghee, Water, Fresh Coconut, Palm Jaggery, Cardamom Powder, Ghee",8,120,30,150,10,South Indian Recipes,Dessert,Vegetarian
Falsa/Phalsa Ka Sharbat Recipe - Indian Berry Juice,"Falsa Falsaphalsa, Sugar As Per, Cumin Powder, Black Salt, Mint Leaves, Lemon Wedges",6,10,35,45,2,Indian,Snack,Vegetarian
Aavryachi Bhaji-Avarakkai Poriyal Recipe-Broad Beans Stir Fry,"Avarekai, Onion, Fresh Coconut, Green Chilli, Jaggery, Asafoetida, Sunflower Oil, Salt",8,10,30,40,4,North Karnataka,Dinner,High Protein Vegetarian
Beet Quinoa Sliders Recipe,"Sweet Potato, Quinoa, Cumin Powder, Tofu, Beetroot, Onion, Walnuts, Whole Wheat Bread Crumbs, Coriander, Red Chilli Powder, Black Pepper Powder, Parsley Leaves, Dried Oregano, Dried Basil Leaves, Garlic, Lemon Juice, Red Chilli Sauce, Salt, Burger Buns, Classic Mayonnaise, Mustard Sauce, Pickled Jalapenos, Iceberg Lettuce, Avocados, Extra Virgin Olive Oil",25,15,60,75,4,Continental,Snack,High Protein Vegetarian
Spicy Dry Bottle Gourd ,"Gourd, Turmeric Powder, Kashmiri Red Chilli Powder, Salt, Oil, Mustard, Dry Red Chili, White Urad Dal, Curry Leaves, Coconut",10,10,30,40,4,Tamil Nadu,Lunch,Vegetarian
Conchiglie Pasta With Broccoli Recipe,"Conchiglie Pasta, Broccoli, Extra Virgin Olive Oil, Butter, Black Pepper Powder, White Vinegar, Dried Oregano, Salt, Rosemary, Fresh Thyme Leaves",10,5,30,35,4,Italian Recipes,Lunch,Vegetarian
Chickpea & Date Tagine Recipe,"Kabuli Chana, Dates, Onion, Homemade Tomato Puree, Garlic, Ginger, Cumin Powder, Coriander Powder, Cinnamon Powder, Paprika Powder, Salt, Extra Virgin Olive Oil, Mint Leaves, Couscous",14,15,60,75,4,African,Dinner,High Protein Vegetarian
Chettinad Prawn Curry Recipe,"Prawns, Onion, Tomato, Ginger Garlic Paste, Water, Whole Black Peppercorns, Dry Red Chilli, Mustard Seeds, Cinnamon Stick, Curry Leaves, Coriander, Turmeric Powder, Cumin Powder, Tamarind Paste, Tomato, Sunflower Oil, Salt",17,15,30,45,4,Chettinad,Lunch,Non Vegeterian
Chicken In Lemon Butter Sauce Recipe,"Chicken Breasts, Lemon Juice, Salt And Pepper, Onion, Garlic, Honey, Lemon Juice, Butter, Fresh Oregano, Fresh Cream, Parmesan Cheese, Corn Flour, Salt And Pepper",13,10,35,45,1,Continental,Main Course,Non Vegeterian
Stuffed Ridge Gourd Recipe,"Ridge Gourd, Mustard Seeds, Onion, Tomato, Roasted Peanuts, Green Chilli, Coriander, Garlic, Cumin Seeds",9,10,30,40,4,North Indian Recipes,Lunch,Vegetarian
Ajo Blanco Recipe (Chilled White Grape and Almond Gazpacho),"Badam, Ice Cubes, Clove Garlic, Whole Wheat Brown Bread, Green Seedless Grapes, Cucumber, Chilled Water, Extra Virgin Olive Oil, Parsley Leaves, White Wine Vinegar Sherry Vinegar, Salt, Black Pepper Powder, Badam, Green Seedless Grapes",14,15,2,17,2,Continental,Side Dish,Vegetarian
Almond Meal Muffins Recipe (Gluten Free and Grain Free),"Almond Meal, Chia Seeds Flax Seeds, Cinnamon Powder, Baking Powder, Salt, Blueberries Any Locally Available Berry, Fresh Raspberries Any Locally Available Berry, Milk, Coconut Oil Almond Oil, Honey, Vanilla Extract, Whole Eggs, Flaxmeal Egg Replacer",13,15,30,45,6,Continental,Snack,Vegetarian
Maharashtrian Ghavan Recipe - Rice Flour Crepes,"Rice, Sunflower Oil, Salt",3,10,45,55,4,Maharashtrian Recipes,North Indian Breakfast,Vegetarian
Gulab Jamun Trifle Recipe,"Gulab Jamun, Custard Powder, Milk, Sugar",4,5,15,20,2,Indian,Dessert,Vegetarian
No Onion No Garlic Aloo Makhana Sabzi Recipe,"Baby Potato, Phool Makhana, Cumin Seeds, Fennel Seeds, Green Chilli, Red Chilli Powder, Turmeric Powder, Coriander Powder, Salt, Sunflower Oil",10,10,35,45,2,Indian,Lunch,Vegetarian
Healthy Maravalli Kizhangu Bonda Recipe - Spicy Tapioca Fritters,"Tapioca Root, Gram Flour, Rice Flour, Onion, Green Chilli, Ginger, Coriander, Asafoetida, Salt, Sunflower Oil",10,15,30,45,5,South Indian Recipes,Snack,Vegetarian
Coffee Banana Oats Smoothie Recipe,"Instant Oats, Ripe Bananas, Milk, Instant Coffee Powder, Sugar",5,5,5,10,2,Continental,World Breakfast,Gluten Free
"Broccoli, Paneer & Peanut Sandwich Recipe","Breads, Broccoli, Cottage Cheese, Peanuts, Garlic, Red Chilli Sauce, Pepper Powder, Salt, Oil",9,10,30,40,4,Continental,Snack,High Protein Vegetarian
Nimki Aloo Anardana Curry Recipe - Potato And Nimki Curry,"All Purpose Flour, Ajwain, Sooji, Ghee, Salt, Water, Sunflower Oil, Potato, Onion, Ginger Garlic Paste, Homemade Tomato Puree, Sunflower Oil, Cumin Seeds, Turmeric Powder, Red Chilli Powder, Coriander Powder, Anardana Powder, Fennel Seeds, Sugar, Garam Masala Powder, Salt, Kasuri Methi, Coriander, Fresh Pomegranate Fruit Kernels, Lemon Wedges, Onion",26,75,30,105,4,North Indian Recipes,Lunch,Vegetarian
Parsi Lagan Nu Custard Recipe,"Whole Eggs, Milk, Condensed Milk, Sugar, Cardamom, Vanilla Extract, Nutmeg Powder, Badam",8,10,80,90,8,Parsi Recipes,Dessert,Eggetarian
Broccoli Cheddar Frittata Recipe,"Whole Eggs, Milk, Onion, Broccoli, Salt, Whole Black Peppercorns, Cheddar Cheese, Parsley Leaves",8,15,20,35,5,Italian Recipes,World Breakfast,Eggetarian
Grilled Chicken Salad Recipe,"Chicken Breasts, Extra Virgin Olive Oil, Lettuce Leaves, Gouda Cheese, Green Bell Pepper, Cucumber, Badam, Cherry Tomato, Salt, Black Pepper Powder, Lemon Juice, Garlic, Parsley Leaves, Vinegar, Extra Virgin Olive Oil, Parsley Leaves, Garlic, Salt, Red Chilli Flakes",19,10,30,40,4,Continental,Dinner,High Protein Non Vegetarian
Bhaji Vada Recipe (Lentil And Vegetable Fritters),"Green Amaranth Leaves, Chana Dal, Ginger, Green Chilli, Asafoetida, Red Chilli Powder, Turmeric Powder, Salt, Sunflower Oil",9,20,30,50,4,Indian,Snack,Vegetarian
Chicken Parmigiana Recipe,"Chicken Breasts, Whole Wheat Bread Crumbs, All Purpose Flour, Salt And Pepper, Whole Egg, Parmesan Cheese, Mozzarella Cheese, Homemade Tomato Puree, Onion, Garlic, Sugar, Red Chilli Powder, Red Chilli Flakes, Rosemary, Tabasco Original, Salt, Sunflower Oil",17,10,60,70,2,Italian Recipes,Lunch,Non Vegeterian
Aam Papad Recipe (Tasty Mango Bars),"Mango Pulp, Sugar, Ghee, Cardamom Powder",4,10,30,40,4,North Indian Recipes,Dessert,Vegetarian
Vegetarian Mexican Fried Rice Recipe,"Cooked Rice, Rajma, Sweet Corn, Onion, Tomato, Green Bell Pepper, Garlic, Butter, Salt, Tomato Ketchup Tomato Puree, Vinegar, Cayenne Pepper Red Chilli Powder",12,10,30,40,4,Mexican,Lunch,Vegetarian
Thekera Tenga Recipe,"Potato, Mustard Oil, Turmeric Powder, Rice Flour, Lemon Juice  Thekera Pieces Soaked In  Of Water, Salt, Mustard Oil, Panch Phoran Masala, Green Chilli, Coriander",10,10,20,30,4,Assamese,Dinner,Vegetarian
Konkani Style Kotte Saaru/Halasina Bijada Saru Recipe-Jackfruit Seed Rasam,"Jackfruit Seeds, Green Chilli, Garlic, Tamarind, Rasam Powder, Onion, Garlic, Turmeric Powder, Sunflower Oil, Turmeric Powder, Curry Leaves",11,10,40,50,4,Konkan,Lunch,Vegetarian
Doodhi Sabudana Kheer Recipe,"Milk, Bottle Gourd, Sabudana, Sugar, Pistachios, Khoya, Rice, Ghee, Cardamom, Slivered Almonds",10,30,30,60,4,Indian,Dessert,Vegetarian
"Kashmiri Pulao Recipe - Pulao Spiced With Saffron, Whole Spices & Nuts","Basmati Rice, Ginger, Dry Ginger Powder, Fennel Seeds, Green Chilli  Slit, Kashmiri Red Chilli Powder, Cashew Nuts, Badam, Walnuts, Raisins, Pistachios, Saffron Strands, Milk, Water, Salt, Ghee, Ajwain, Cinnamon Stick, Black Cardamom, Cardamom, Cloves, Bay Leaves, Apples, Pineapple, Caramelized Onion",25,20,45,65,6,Kashmiri,Dinner,Vegetarian
Butternut Squash And Carrot Soup Recipe,"Butternut Squash, Onion, Carrots, Stalk Celery, Coriander, Basil Leaves, Vegetable Stock, Lemon Juice, Extra Virgin Olive Oil, Butter, Salt, Whole Black Peppercorns, Fresh Cream",13,10,60,70,2,Continental,Appetizer,Vegetarian
Poricha Kuzhambu Recipe (Tamil Nadu Style Mixed Vegetables and Lentil Stew),"Arhar Dal, Carrots, Green Peas, Green Beans, Cauliflower, Fresh Coconut, Cumin Seeds, Dry Red Chilli, Rice, Turmeric Powder, Mustard Seeds, White Urad Dal, Curry Leaves, Salt",14,10,20,30,4,Tamil Nadu,Dinner,Vegetarian
Boiled Egg White Sandwich Recipe,"Whole Eggs, Whole Wheat Brown Bread, Onion, Black Pepper Powder, Cheese, Butter, Salt",7,10,30,40,2,Continental,World Breakfast,Eggetarian
Cabbage Pachadi Recipe,"Sesame, White Urad Dal, Roasted Gram Dal, Cabbage, Green Chilli, Curry Leaves, Salt, Tamarind Paste, Water, Mustard Seeds, Asafoetida, Dry Red Chilli, Sunflower Oil",13,10,25,35,2,South Indian Recipes,Side Dish,Vegetarian
Garlic Chickpeas And Spinach Curry Recipe,"Kabuli Chana, Spinach Leaves, Onion, Tomato, Garlic, Extra Virgin Olive Oil, Cumin Powder, Paprika Powder, Turmeric Powder, Garam Masala Powder, Salt",11,15,45,60,4,Middle Eastern,Dinner,High Protein Vegetarian
Kolhapuri Masala Recipe (Maharashtrian Masala Chutney Powder),"Coriander, Cumin Seeds, Dessicated Coconut, Sesame Seeds, Whole Black Peppercorns, Cinnamon Stick, Poppy Seeds, Methi Seeds, Fennel Seeds, Onion, Garlic, Coriander, Sunflower Oil, Red Chilli Powder",14,0,30,30,100,Maharashtrian Recipes,Dessert,Eggetarian
Red Kidney Beans Chocolate Barfi Recipe,"Rajma, Sugar, Ghee, Beetroot, Milk Powder, Cardamom Powder, Cocoa Powder, Vanilla Extract",8,6,45,51,4,Indian,Dessert,Vegetarian
Chutney Chilli Cheese Toast Recipe,"Whole Wheat Brown Bread, Tomato, Green Bell Pepper, Butter, Red Chilli Flakes, Mozzarella Cheese Cheddar Cheese, Mint Leaves, Coriander, Ginger Garlic Paste, Green Chilli, Fresh Coconut, Cumin Powder, Salt, Lemon Juice",14,10,20,30,2,Indian,Snack,Vegetarian
Railway Mutton Curry Recipe,"Mutton, Ginger Garlic Paste, Mustard Oil, Curd, Kashmiri Red Chilli Powder, Turmeric Powder, Salt, Fennel Seeds, Coriander, Cumin Seeds, Whole Black Peppercorns, Onion, Potato, Tomato, Ginger Garlic Paste, Turmeric Powder, Kashmiri Red Chilli Powder, Green Chilli, Black Cardamom, Cardamom, Cinnamon Stick, Cloves, Bay Leaf, Mace, Nutmeg, Lukewarm Water, Mustard Oil, Salt, Garam Masala Powder, Ghee",30,10,30,40,4,Indian,Dinner,Non Vegeterian
Classic Caesar Salad Recipe,"Lettuce, Cucumber, Small Tomato, Bread Crutons, Mayo, Mustard Sauce, Salt, Lemon Juice, Whole Pepper, Olive Oil, Garlic, Sugar, Parmesan Cheese",13,15,0,15,4,Italian Recipes,Appetizer,Vegetarian
Tandoori Gobi Tikka Recipe,"Cauliflower, Hung Curd, Red Chilli Powder, Garam Masala Powder, Chaat Masala Powder, Turmeric Powder, Coriander Powder, Ajwain, Kasuri Methi, Gram Flour, Sunflower Oil, Salt",12,15,60,75,4,North Indian Recipes,Side Dish,Vegetarian
Appe Payasa Recipe - Poori Payasam,"Sooji, Salt, Ghee, Water, Sunflower Oil, Milk, Sugar, Nutmeg Powder, Cardamom Powder, Saffron Strands, Mixed Nuts",11,80,30,110,3,South Indian Recipes,Dessert,Vegetarian
Masoor Dal Makhani ,"Masoor Dal, Onion, Tomato, Garlic, Ginger, Bay Leaf, , Cumin Seeds, Lentil Sugar, Red Chilli Powder, Garam Masala Powder, Coriander Powder, Ghee, Cream, Salt",15,10,20,30,4,North Indian Recipes,Lunch,High Protein Vegetarian
Herbed Dinner Rolls Recipe,"Vivatta Maida, Active Dry Yeast, Sugar, Salt, Butter, Whole Eggs, Fresh Herbs, Lukewarm Water, Milk  Lukewarm, Whole Egg, Sesame Seeds",11,15,30,45,6,European,Dinner,Eggetarian
Goan Dessert Sakhar Bhaat Recipe,"Cup Basmati Rice, Cup Ghee, Cup Sugar, Saffron Strands, Tablespoons Mixed Nuts, Tablespoons Raisins, Cups Water, Cardamom Powder, Salt",9,20,20,40,6,Goan Recipes,Dessert,Vegetarian
Bihari Green Peas Bharbhara Recipe,"Green Peas, Gram Flour, Onion, Green Chilli, Ginger, Garam Masala Powder, Black Pepper Powder, Cumin Powder, Coriander, Red Chilli Powder, Salt, Sunflower Oil",12,10,30,40,4,Bihari,Snack,Vegetarian
Kulia Fruit Chaat Recipe,"Fresh Pomegranate Fruit Kernels, Salt, Sugar, Chaat Masala Powder, Lemon Juice, Cucumber, Mint Leaves",7,10,15,25,2,Indian,Snack,Vegetarian
Maharashtrian Style Kairichi Dal Recipe (Chana Dal and Raw Mango Hash),"Chana Dal, Mango, Fresh Coconut, Turmeric Powder, Green Chilli, Coriander, Salt, Mustard Seeds, Asafoetida",9,60,20,80,4,Maharashtrian Recipes,Side Dish,Vegetarian
Bihari Kale Chane Ki Ghugni Recipe,"Kala Chana, Onion, Ginger Garlic Paste, Green Chilli, Cumin Seeds, Bay Leaf, Turmeric Powder, Red Chilli Powder, Coriander Powder, Black Pepper Powder, Cumin Powder, Mustard Oil, Onion, Green Chilli, Fresh Coconut, Cumin Seeds",16,520,60,580,4,Bihari,Dinner,Vegetarian
Chickpea and spinach fritters Recipe,"Kabuli Chana, Spinach Leaves, Corn Flour, Baking Powder, Cumin Seeds, Red Chilli Powder, Onion, Ginger, Salt And Pepper, Sunflower Oil",10,500,35,535,4,Greek,Appetizer,High Protein Vegetarian
Stir Fried Beetroot ,"Chakundar, Mustard, Cumin Seeds, White Urad Dal, Curry Leaves, Asafoetida, Turmeric Powder, Coconut, Oil, Salt, Small Onion, Green Chilli",12,10,30,40,2,Tamil Nadu,Side Dish,Vegetarian
Lauki Bharta Recipe - Spiced & Mashed Bottled Gourd Recipe,"Bottle Gourd, Onion, Tomato, Ginger Garlic Paste, Cumin Seeds, Red Chilli Powder, Turmeric Powder, Garam Masala Powder, Salt, Sunflower Oil, Sugar, Coriander",12,15,30,45,4,Indian,Dinner,Diabetic Friendly
Chicken Manchurian Recipe,"Chicken, Whole Egg, Corn Flour, Salt, Soy Sauce, Sunflower Oil, Corn Flour, Soy Sauce, Red Chilli Sauce, Homemade Tomato Puree, Chilli Vinegar, Water, Garlic, Ginger, Onion, Green Bell Pepper, Green Chilli, Spring Onion Greens",18,15,50,65,4,Indo Chinese,Appetizer,High Protein Non Vegetarian
Mahunada Khaja Recipe - Rose Cookie Recipe,"All Purpose Flour, Rice Flour, Caster Sugar, Cardamom Powder, Sesame Seeds, Milk, Sunflower Oil Cook",7,10,10,20,4,Indian,Snack,Vegetarian
Spicy Tandoori Paneer Open Puff Recipe,"All Purpose Flour, Butter, Salt, Butter, Paneer, Sweet Corn, Onion, Green Bell Pepper, Tomato, Ginger Garlic Paste, Turmeric Powder, Red Chilli Powder, Cumin Powder, Chaat Masala Powder, Lemon Juice, Hung Curd",16,120,35,155,4,French,Snack,Vegetarian
Eggplant Rolls Recipe,"Brinjal, Paneer, Green Bell Pepper, Carrot, Onion, Green Chilli, Garlic, Basil Leaves, Parsley Leaves, Extra Virgin Olive Oil, Black Pepper Powder, Salt, Dried Oregano, Mozzarella Cheese, Tomato Basil Pasta Sauce",15,10,100,110,2,Italian Recipes,Main Course,Vegetarian
Smoked Dhaba Dal Recipe,"Arhar Dal, Green Moong Dal, Onion, Tomato, Garlic, Ginger, Green Chilli, Cumin Powder, Coriander Powder, Red Chilli Powder, Turmeric Powder, Black Salt, Salt, Sunflower Oil, Ghee, Cumin Seeds, Dry Red Chilli, Garlic, Coriander, Charcoal",20,10,40,50,4,Punjabi,Lunch,High Protein Vegetarian
Konkani Style Patholi/Kadabu Recipe-Sweet Dumpling Recipe,"Rice, Fresh Coconut, Poha, Fresh Coconut, Jaggery, Cardamom",6,90,20,110,4,Konkan,Dessert,Vegetarian
Tamil Nadu Style Badam Puri Recipe (Almond Stuffed Whole Wheat Puri Recipe),"Whole Wheat Flour, Sooji, Water Knead, Badam, Palm Jaggery",5,10,20,30,4,Tamil Nadu,Dessert,Vegetarian
Spiced Bottle Gourd And Spinach Juice Recipe,"Bottle Gourd, Spinach Leaves, Cucumber, Ginger, Cumin Seeds, Black Salt, Lemon, Water",8,10,0,10,4,Continental,World Breakfast,Vegetarian
Roasted Pumpkin Rava Dhokla Recipe - Sooji Dhokla,"Kaddu, Sunflower Oil, Sooji, Curd, Salt, Green Chilli, Enos Fruit Salt, Sunflower Oil, Mustard Seeds, Cumin Seeds, Asafoetida, Sesame Seeds, Curry Leaves, Coriander",14,10,20,30,4,Gujarati Recipes﻿,North Indian Breakfast,Vegetarian
Mambhazam Pulissery Recipe,"Mango, Coconut Oil, Turmeric Powder, Salt, Fresh Coconut, Curd, Cumin Seeds, Green Chilli, Coconut Oil, Mustard Seeds, White Urad Dal, Curry Leaves, Methi Powder, Curry Leaves, Dry Red Chilli",15,15,30,45,4,Kerala Recipes,Lunch,Vegetarian
Carrot & Capsicum Sabzi Recipe - No Onion No Garlic,"Carrots, Green Bell Pepper, Kalonji, Mustard Seeds, Asafoetida, Coriander Powder, Garam Masala Powder, Red Chilli Powder, Amchur, Salt, Sunflower Oil",11,10,25,35,4,North Indian Recipes,Side Dish,Vegetarian
Mexican Chicken Meatball Chilli Stew Recipe,"Onion, Tomato, Green Zucchini, Ginger, Garlic, Rajma, Cumin Powder, Paprika Powder, Black Pepper Powder, Salt, Sunflower Oil, Chicken, Chipotle Chilli  Peppers Dried Red Chilli Will Do, Cumin Powder, Onion, Salt",16,15,45,60,4,Mexican,Dinner,Non Vegeterian
